song_name,cleaned_artists,popularity
Ain't Nothing 'Bout You,Brooks & Dunn,54
Don't Happen Twice,Kenny Chesney,51
Heard It All Before,Sunshine Anderson,51
Yellow,Coldplay,79
Until The End Of Time,"['Samuel J. ""Tone"" Barnes', 'R.L. Hugger', '2Pac']",54
It's A Great Day To Be Alive,Travis Tritt,67
Never Had A Dream Come True,S Club 7,60
"So Fresh, So Clean",OutKast,64
Playas Gon' Play,3LW,46
Dream On,Depeche Mode,44
If I Fall You're Going Down with Me,Dixie Chicks,41
Missing You,Case,48
Love,Musiq Soulchild,43
What It Feels Like for a Girl,Madonna,43
Look at Us,Sarina Paris,7
Get Over Yourself,Ameritz Tribute Standards,0
Mrs. Steven Rudy,Mark McGuinn,33
Again,Lenny Kravitz,63
Imitation Of Life,R.E.M.,51
Loaded,Ricky Martin,32
A Long Walk,Smooth Jazz All Stars,1
Everybody Doesn't,Amanda,6
Who's That Girl?,Eve,60
Best I Ever Had (Grey Sky Morning),Vertical Horizon,55
Butterfly,Crazy Town,68
Jaded,Aerosmith,58
Who I Am,Jessica Andrews,51
Breathless,The Corrs,66
There It Is,Ginuwine,29
Stranger in My House,Tamia,45
One More Day,Diamond Rio,50
Southern Hospitality,"['Pharrell Williams', 'Ludacris']",20
One Step Closer,Linkin Park,71
If My Heart Had Wings,Faith Hill,34
Crazy,K-Ci & JoJo,44
The Way You Love Me,Faith Hill,55
After Party,Koffee Brown,49
She Misses Him,Ameritz Tribute Standards,0
One More Time,Daft Punk,72
Rose Bouquet,Phil Vassar,25
Don't Talk,Jon B.,46
Free,Mýa,30
Just Another Girl,The Karaoke Channel,3
Promise,Jagged Edge,54
You Shouldn't Kiss Me Like This,Toby Keith,45
Lady - Hear Me Tonight,Modjo,66
You Make Me Sick,Ameritz - Tributes,0
But For The Grace Of God,Keith Urban,45
There Is No Arizona,Jamie O'Neal,40
Pour Me,Trick Pony,40
That's How I Beat Shaq,Aaron Carter,32
Don't Tell Me,Madonna,51
Love Don't Cost a Thing,Jennifer Lopez,55
Could It Be,Jaheim,40
Soul Sista,Bilal,24
Too Little Too Late,Barenaked Ladies,35
No More (Baby I'ma Do Right),3LW,55
It's Over Now,112,61
Bow Wow (That's My Name),"['Snoop Dogg', 'Bow Wow']",45
My Everything,98º,50
One Woman Man,Dave Hollister,43
Thank You For Loving Me,Bon Jovi,59
Ms. Jackson,OutKast,76
Burn,Jo Dee Messina,31
Crazy for This Girl,Evan And Jaron,56
Kryptonite,3 Doors Down,76
I Did It,Dave Matthews Band,22
Emotional,Carl Thomas,46
With Arms Wide Open,Creed,37
Lucky 4 You (Tonight I'm Just Me),BFM Hits,0
Ashes By Now,Lee Ann Womack,11
By Your Side,Sade,64
Babylon,David Gray,61
Tell Her,Lonestar,13
Cross the Border,Philly's Most Wanted,26
Beautiful Day,U2,70
Hemorrhage (In My Hands),Fuel,58
This I Promise You,*NSYNC,69
Wild Horses,Gold Country Nation,0
The Call,Backstreet Boys,59
This Everyday Love,Stagecoach Spurs,0
I Just Wanna Love U (Give It 2 Me),JAY Z,43
A Good Day To Run,Darryl Worley,36
Case Of The Ex (Whatcha Gonna Do),Mýa,52
Liquid Dreams,O-Town,47
Stronger,Britney Spears,63
My Next Thirty Years,Tim McGraw,47
Loser,3 Doors Down,55
Born to Fly,Sara Evans,50
I Lost It,Kenny Chesney,42
X,Xzibit,59
Rollin',Limp Bizkit,21
I Wish,R. Kelly,41
Just Friends (Sunny),Musiq Soulchild,53
Shape of My Heart,Backstreet Boys,73
We Danced,Brad Paisley,51
Still on Your Side,BBMak,21
Georgia,Carolyn Dawn Johnson,24
E.I.,Nelly,56
Without You,Dixie Chicks,45
Most Girls,P!nk,51
Dance with Me,Debelah Morgan,38
Just Another Day In Paradise,Phil Vassar,64
Mamacita,Public Announcement,27
www.memory,Alan Jackson,33
Gotta Tell You,Samantha Mumba,38
Meanwhile Back At The Ranch,Clark Family Experience,9
You Should've Told Me,Kelly Price,38
Oklahoma,Billy Gilman,27
Pinch Me,Barenaked Ladies,56
My Baby You,Marc Anthony,40
The Itch,Vitamin C,5
Music,Madonna,55
Bent,Matchbox Twenty,51
The Little Girl,The Country Dance Kings,0
Feels Like Love,Vince Gill,11
Original Prankster,"['The Offspring', 'Redman']",59
Thank You In Advance,Boyz II Men,38
A Little Gasoline,Terri Clark,21
Bouncing Off The Ceiling (Upside Down),The Karaoke Channel,0
Don't Think I'm Not,Kandi,48
Best of Intentions,Travis Tritt,49
You're a God,Vertical Horizon,52
Go On,George Strait,24
The Christmas Shoes,Newsong,20
Where Are You Christmas?,Piano Tribute Players,0
Open My Heart,Yolanda Adams,46
Kiss This,Aaron Tippin,19
Bag Lady,"['Erykah Badu', 'Roy Ayres']",49
My Love Goes On And On,Chris Cagle,26
Give Me Just One Night (Una Noche),98º,44
If I Am,Nine Days,41
No More,Ruff Endz,48
Come On Over Baby (All I Want Is You),Hot Fox Karaoke,0
Shake Ya Ass,Mystikal,51
It's My Life,Bon Jovi,75
Straight Up,Chanté Moore,38
"Jumpin', Jumpin'",Destiny's Child,70
Incomplete,Sisqo,60
That's The Kind Of Mood I'm In,Patty Loveless,10
What Means The World To You,Cam’ron,39
Pop Ya Collar,Usher,39
You Won't Be Lonely Now,Billy Ray Cyrus,5
Spanish Guitar,Toni Braxton,51
Last Resort,Papa Roach,77
Just Be A Man About It,Toni Braxton,49
That Other Woman,Changing Faces,29
The Light,Common,3
Higher,Creed,66
Who Let The Dogs Out,Baha Men,63
There You Are,Martina McBride,29
Summer Rain,Carl Thomas,50
Sleepwalker,The Wallflowers,40
Californication,Red Hot Chili Peppers,79
Aaron's Party (Come Get It),Aaron Carter,39
Doesn't Really Matter,Janet Jackson,40
Wonderful,Everclear,55
He Wasn't Man Enough,Toni Braxton,63
Back Here,BBMak,47
I Will...But,BFM Hits,0
Change Your Mind,Sister Hazel,41
Treat Her Like A Lady,Joe,37
Deep Inside of You,Third Eye Blind,21
Souljas,Master P,7
It's Always Somethin',Joe Diffie,34
I Need You,LeAnn Rimes,52
Country Comes To Town,Toby Keith,35
Breathe,Faith Hill,62
Absolutely (Story of a Girl),Ameritz Tribute Standards,0
That's The Way,Jo Dee Messina,33
Taking You Home,Don Henley,46
It Must Be Love,Alan Jackson,50
I Wanna Know,Joe,63
Everything You Want,Vertical Horizon,63
The Way I Am,Eminem,68
Could I Have This Kiss Forever,Duet Karaoke Singers,0
Your Everything,Keith Urban,43
Try Again,Aaliyah,56
It's Gonna Be Me,*NSYNC,65
What About Now,Lonestar,43
One Voice,Billy Gilman,33
Lucky,Britney Spears,64
Wifey,Next,54
Let's Get Married,Jagged Edge,56
I Think I'm in Love with You,Jessica Simpson,52
Can't Go for That,Tamia,17
You'll Always Be Loved by Me,Brooks & Dunn,29
There You Go,P!nk,52
I Wanna Be With You,Mandy Moore,49
You Sang To Me,Marc Anthony,51
I Will Love Again,Lara Fabian,52
Sour Girl,Stone Temple Pilots,51
Pull Over,Trina,1
Dance Tonight,Lucy Pearl,50
I Disappear,Metallica,54
Simple Kind Of Life,No Doubt,38
Ta Da,Lil' Mo,8
I'll Be,Reba McEntire,34
Prayin' For Daylight,Hushabye Baby,11
The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2gether,13
Baby U Are,Gerald Levert,15
No Matter What They Say,Lil' Kim,37
When You Need My Love,Darryl Worley,25
I Turn to You,Christina Aguilera,55
Separated,Avant,51
Flowers On The Wall,Eric Heatherly,39
The Real Slim Shady,Eminem,77
Kernkraft 400,Zombie Nation,43
Where I Wanna Be,Donell Jones,58
Broadway,The Goo Goo Dolls,45
As We Lay,Kelly Price,35
Oops!...I Did It Again,Britney Spears,74
The One,Backstreet Boys,58
Cold Day in July,Dixie Chicks,44
The Chain of Love,"['Ed Seay', 'Clay Walker']",40
West Side Story,LFO,5
I Think God Can Explain,Splender,42
I Try,Macy Gray,70
Amazed,Lonestar,64
Yes!,Chad Brock,43
Crash and Burn,Savage Garden,50
Imagine That,LL Cool J,28
Be With You,Enrique Iglesias,52
Swear It Again,MyLove,31
"Same Script, Different Cast",Duet Karaoke Singers,0
Some Things Never Change,Tim McGraw,31
Wobble Wobble,504 Boyz,41
Thong Song,Sisqo,64
I Wish,Carl Thomas,50
Unconditional,Clay Davidson,21
Shackles (Praise You),Mary Mary,55
Cherchez LaGhost,"['U-God', 'Ghostface Killah']",37
Dancing Queen,A*Teens,38
Say My Name,Destiny's Child,75
Couldn't Last A Moment,Collin Raye,17
Mirror Mirror,M2M,50
3 Little Words,Nu Flavor,6
She's More,Andy Griggs,43
What I Need to Do,Kenny Chesney,41
Carlene,Phil Vassar,44
Party Up (Up in Here),DMX,14
Monica,Before Dark,7
Otherside,Red Hot Chili Peppers,76
More,Trace Adkins,18
Riddle,En Vogue,30
Bye Bye Bye,*NSYNC,66
It Feels So Good,Sonique,59
Only God Knows Why,Kid Rock,58
Graduation (Friends Forever),Vitamin C,55
Whoa!,Black Rob,51
Goodbye Earl,Dixie Chicks,57
Back At One,Mark Wills,24
That's What I'm Looking For,Da Brat,33
Never Let You Go,Third Eye Blind,18
Love's the Only House,Martina McBride,26
Nothing As It Seems,Pearl Jam,40
Another Nine Minutes,Yankee Grey,12
I'm Outta Love,"['Anastacia', 'Big Fish']",28
Give Me You,Mary J. Blige,20
Show Me the Meaning of Being Lonely,Backstreet Boys,65
I Need to Know,Marc Anthony,54
How Do You Like Me Now?!,Toby Keith,55
The Best Day,George Strait,42
No Me Dejes de Querer,Gloria Estefan,33
I Don't Wanna,Aaliyah,56
I Like It,"['Sammie', 'JT Money']",41
From the Bottom of My Broken Heart,Britney Spears,50
I Knew I Loved You,Savage Garden,61
Me Neither,Brad Paisley,37
This Time Around,Hanson,30
The Bad Touch,Bloodhound Gang,68
Get It On Tonite,Montell Jordan,54
Falls Apart,Sugar Ray,37
That's the Way It Is,Céline Dion,65
I Belong To You,Lenny Kravitz,54
No Mercy,Ty Herndon,19
Another Dumb Blonde,Hoku,17
I Don't Wanna Kiss You Goodnight,LFO,12
Untitled (How Does It Feel),D'Angelo,58
I Need A Hot Girl,"['Big Tymers', 'Hot Boys']",46
Bring It All to Me,"['Blaque', '*NSYNC']",49
All The Small Things,blink-182,77
What a Girl Wants,Christina Aguilera,61
Back At One,Brian McKnight,71
Real Live Woman,Trisha Yearwood,26
"Left, Right, Left",Drama,37
Mr. Too Damn Good,Gerald Levert,39
It Was,Chely Wright,12
I Learned from the Best,Whitney Houston,45
Smile,Lonestar,32
Then The Morning Comes,Smash Mouth,44
He Can't Love U,Jagged Edge,46
Because You Love Me,Jo Dee Messina,37
My Best Friend,Tim McGraw,54
American Pie,Madonna,56
Stay Or Let It Go,Brian McKnight,33
No Leaf Clover,Rick Mims Band,0
No More Rain (In This Cloud),Angie Stone,46
Take a Picture,Filter,62
Meet Virginia,Train,64
Cowboy Take Me Away,Dixie Chicks,65
Daddy Won't Sell the Farm,Montgomery Gentry,34
This Woman Needs,BFM Hits,0
Re-Arranged,Limp Bizkit,53
Do What You Gotta Do,Country Singers International,0
The Best Man I Can Be,"['R.L.', 'Tyrese', 'Ginuwine', 'Case']",33
The Great Beyond,R.E.M.,42
Dear Lie,TLC,37
Angels,Robbie Williams,70
Rhythm Divine,Enrique Iglesias,50
What's My Name,DMX,48
Hanginaround,Counting Crows,54
None Of Ur Friends Business,Ginuwine,42
Shake Your Bon-Bon,Ricky Martin,47
If You Love Me,Mint Condition,35
Get Up,Amel Larrieux,29
Still In My Heart,Tracie Spencer,26
Put Your Hand In Mine,Tracy Byrd,20
What Do You Say,Reba McEntire,35
Candy,Mandy Moore,49
Girl On TV,LFO,46
U Understand,Juvenile,16
Guerrilla Radio,Rage Against The Machine,67
Pop a Top,Alan Jackson,51
U Know What's Up,Donell Jones,47
Learn to Fly,Foo Fighters,72
He Didn't Have to Be,Brad Paisley,45
Freakin' It,Will Smith,37
Sexual (Li Da Di),Amber,24
Black Balloon,The Goo Goo Dolls,58
I Wanna Love You Forever,Jessica Simpson,56
Big Deal,LeAnn Rimes,23
Waiting for Tonight,Jennifer Lopez,55
When I Said I Do,"['Clint Black', 'Lisa Hartman Black']",51
Dancin',Guy,23
Caught Out There,Kelis,44
Smoke Rings In The Dark,Gary Allan,45
Deep Inside,Mary J. Blige,16
Breathe And Stop,Q-Tip,49
Where My Girls At,702,62
"Tricky, Tricky",Lou Bega,31
Home to You,John Michael Montgomery,28
The Chemicals Between Us,Vitamin String Quartet,5
"Live, Laugh, Love","['Ed Seay', 'Clay Walker']",44
Someday,Sugar Ray,55
The Quittin' Kind,Joe Diffie,12
Don't Say You Love Me,M2M,54
She Thinks My Tractor's Sexy,Kenny Chesney,62
Unpretty,TLC,61
Steal My Sunshine,Len,63
All Things Considered,Yankee Grey,32
(You Drive Me) Crazy,Britney Spears,59
Mambo No. 5 (a Little Bit of...),Lou Bega,75
Auld Lang Syne,Kenny G,29
There She Goes,Sixpence None The Richer,63
Larger Than Life,Backstreet Boys,66
The Rockafeller Skank,Fatboy Slim,35
Get Gone,Ideal,31
15 Minutes,Marc Nelson,12
This Gift,98º,23
Give You What You Want (Fa Sure),Chico DeBarge,17
The Greatest Romance Ever Sold,Prince,30
Deck the Halls,Ameritz Tribute Standards,0
I Love You,Martina McBride,34
Gotta Man,Eve,22
Steam,Ty Herndon,24
Nastradamus,Nas,40
She's so High,Tal Bachman,70
Something Like That,Tim McGraw,61
Come On Over,Shania Twain,48
Genie In a Bottle,Christina Aguilera,71
Scar Tissue,Red Hot Chili Peppers,74
I Do (Cherish You),98º,63
She's All I Ever Had,Ricky Martin,44
The Dolphin's Cry,Live,54
What Do You Say To That,George Strait,24
If I Could Turn Back the Hands of Time,R. Kelly,43
All Star,Smash Mouth,79
I'm Already Taken,Steve Wariner,22
Beauty,Dru Hill,55
American Woman,Lenny Kravitz,61
I'll Go Crazy,Andy Griggs,21
A Man Ain't Made of Stone,Ameritz Tribute Standards,0
Lonely and Gone,Montgomery Gentry,36
Angels Would Fall,Melissa Etheridge,28
What's My Age Again?,blink-182,74
So Anxious,Ginuwine,55
Cowboy,Kid Rock,62
U Don't Know Me (Like U Used To),Brandy,38
Man! I Feel Like A Woman!,Shania Twain,72
I Want It That Way,Backstreet Boys,76
Bailamos,Flies on the Square Egg,0
You Had Me from Hello,Kenny Chesney,49
Ready to Run,Dixie Chicks,53
Girls Best Friend,White Knight Instrumental,0
Never Gonna Let You Go,Faith Evans,46
Out Of My Head,Fastball,55
Lightning Does the Work,Chad Brock,5
You'll Be In My Heart,Phil Collins,64
She's In Love,Mark Wills,19
Meeting in My Bedroom,Silk,49
I Could Not Ask for More,Edwin McCain,54
Summer Girls,LFO,58
It's All About You (Not About Me),Tracie Spencer,18
If You Had My Love,Jennifer Lopez,63
"Bills, Bills, Bills",Destiny's Child,63
Missing You,Brooks & Dunn,28
Little Man,Alan Jackson,45
Hey Leonardo (She Likes Me for Me) - Live,Blessid Union Of Souls,31
I'll Still Love You More,Trisha Yearwood,18
All That I Can Say,Mary J. Blige,21
The Secret of Life,Faith Hill,32
Last Kiss,Pearl Jam,68
Lesson In Leavin',Jo Dee Messina,56
Happily Ever After,Case,40
(Now You See Me) Now You Don't,Lee Ann Womack,20
Everyone Falls in Love,Tanto Metro & Devonte,52
Everything Is Everything,Ms. Lauryn Hill,57
Beautiful Stranger,Madonna,50
Tell Me It's Real,K-Ci & JoJo,51
Better Days (And the Bottom Drops Out),Citizen King,52
Nookie,Limp Bizkit,61
I Love You Came Too Late,Joey McIntyre,27
Sunshine,Coko,32
You've Got A Way,"['Shania Twain', 'Olle Romo']",41
I Will Remember You - Live,Sarah McLachlan,44
Sometimes,Britney Spears,67
Never Been Kissed,Sherrié Austin,19
Fortunate,Maxwell,35
Single White Female,Chely Wright,33
A Night To Remember,Joe Diffie,18
It's Not Right But It's Okay,Whitney Houston,62
Kiss Me,Sixpence None The Richer,76
Little Good-Byes,BFM Hits,0
I Will Go With You (Con Te Partiro),Marian Drew,0
Bliss,Tori Amos,25
Lately,Tyrese,46
Whatever You Say,Martina McBride,31
Did You Ever Think,R. Kelly,37
Who Needs Pictures,Brad Paisley,34
"Boom, Boom, Boom, Boom!!",Vengaboys,73
The Hardest Thing,98º,56
Write This Down,George Strait,61
My Own Worst Enemy,Lit,69
The Day The World Went Away,Nine Inch Nails,42
No Scrubs,TLC,78
Livin' la Vida Loca,Ricky Martin,71
808,Blaque,39
Almost Home,Mary Chapin Carpenter,20
Tonight the Heartache's on Me,Dixie Chicks,40
Rollercoaster,B*Witched,37
You Are Everything,Dru Hill,37
Better Than Me,"['Manny Marroquin', 'Terry Dexter']",7
Crazy Little Thing Called Love,Dwight Yoakam,31
That Don't Impress Me Much,Shania Twain,63
Holla Holla,Ja Rule,41
Please Remember Me,Tim McGraw,45
Give It To You,Jordan Knight,39
Two Teardrops,Steve Wariner,25
Every Morning,Sugar Ray,64
You Won't Ever Be Lonely,Andy Griggs,46
With You,Lila McCann,26
Strong Enough,Cher,60
Slide,The Goo Goo Dolls,68
What It's Like,Everlast,64
One Honest Heart,Reba McEntire,12
My Favorite Girl,Dave Hollister,22
Slave to the Habit,Ameritz Tribute Standards,0
Praise You,Fatboy Slim,50
Anyone Else,Collin Raye,22
Believe,Cher,74
Wish You Were Here,Mark Wills,26
She's Always Right,"['Ed Seay', 'Clay Walker']",25
Heavy,Collective Soul,47
Why Don't You Get A Job,The Offspring,69
Sweet Lady,Tyrese,58
Fly Away,Lenny Kravitz,68
Blue Monday,Orgy,55
One,Creed,52
I'll Think Of A Reason Later,Lee Ann Womack,26
Sitting Home,Total,38
Hello L.O.V.E.,BFM Hits,0
Back 2 Good,Matchbox Twenty,53
You,"['Jesse Powell', 'Gerald Albright']",24
Anything But Down,Sheryl Crow,25
Let Me Know,Cam’ron,23
...Baby One More Time,Britney Spears,74
How Forever Feels,Kenny Chesney,54
Millennium,Robbie Williams,52
What's So Different?,Ginuwine,37
It's Over Now,Deborah Cox,26
All I Have to Give,Backstreet Boys,57
I Still Believe,Mariah Carey,51
Special,Garbage,39
My First Night With You,Mýa,29
What'd You Come Here For?,Trina & Tamara,11
Hands Of A Working Man,Ty Herndon,19
Angel,Sarah McLachlan,65
Save Tonight,Eagle-Eye Cherry,69
Stranger in My Mirror,The Karaoke Channel,0
Maybe Not Tonight,Ameritz Tribute Standards,0
Ordinary Life,Chad Brock,18
Ex-Factor,Ms. Lauryn Hill,65
You Were Mine,Dixie Chicks,54
Gone Crazy,Alan Jackson,41
Hillbilly Shoes,Montgomery Gentry,47
C'est La Vie,B*Witched,55
Drive Me Wild,Sawyer Brown,19
When I Close My Eyes,Shanice,31
Stay The Same,Joey McIntyre,38
Crush,Dave Matthews Band,38
One More Try,The Karaoke Channel,0
Down So Long,Jewel,34
Everytime I Cry,Terri Clark,11
Harmless,The Karaoke Channel,0
I'm Not Ready,Keith Sweat,34
The Animal Song,Savage Garden,50
Busy Man,Billy Ray Cyrus,37
Maria,Blondie,62
These Are The Times,Dru Hill,50
When a Woman's Fed Up,R. Kelly,44
Nothing Really Matters,Madonna,45
Run,Collective Soul,46
Ruff Ryders' Anthem,DMX,64
Can't Get Enough,Patty Loveless,0
Have You Ever,Brandy,59
(God Must Have Spent) A Little More Time On You - Remix,*NSYNC,59
I Don't Want To Miss A Thing,Mark Chesnutt,15
Unbelievable,Diamond Rio,30
You Get What You Give,New Radicals,73
My Name Is,Eminem,70
Hard Knock Life (Ghetto Anthem),JAY Z,59
Miami,Will Smith,69
Stand Beside Me,Jo Dee Messina,41
Slam Dunk,Shockwave-Sound,0
Love Ain't Like That,Faith Hill,25
I Can't Get Over You,Brooks & Dunn,32
Nobody's Supposed to Be Here,Deborah Cox,54
Jumper,Third Eye Blind,36
Taking Everything,Gerald Levert,26
No Place That Far,Sara Evans,42
Meanwhile,George Strait,28
Powerful Thing,Trisha Yearwood,11
Changes,"['Talent', '2Pac']",69
Hold on to Me,John Michael Montgomery,27
Nas Is Like,Nas,60
Ha,Juvenile,29
Lullaby,Shawn Mullins,51
Doo Wop (That Thing),Ms. Lauryn Hill,72
At the Stars,Better Than Ezra,27
Keepin' Up,Alabama,24
Love Like This,Faith Evans,61
Father Of Mine,Everclear,61
Sweetest Thing,U2,63
How Do I Deal,Jennifer Love Hewitt,31
Never There,Cake,58
Rosa Parks,OutKast,62
Hands,Jewel,49
Pretty Fly (For A White Guy),The Offspring,71
Malibu,Hole,58
It's All Been Done,Barenaked Ladies,53
For A Little While,Tim McGraw,36
Unsent,"['Christopher Fogel', 'Alanis Morissette']",38
I Will Get There,Boyz II Men,28
Iris,The Goo Goo Dolls,75
I'll Be,Edwin McCain,68
From This Moment On,"['Shania Twain', 'Bryan White']",55
Inside Out,Eve 6,65
Silly Ho,TLC,41
There You Have It,BlackHawk,40
Angel In Disguise,Dubble Trubble,0
Wrong Night,Reba McEntire,12
"Spirit of a Boy, Wisdom of a Man",Ameritz Tribute Standards,0
Goodbye,Spice Girls,50
Hot Spot,Foxy Brown,33
You're Beginning to Get to Me,Clay Walker,34
For You I Will,BFM Hits,0
Someone You Used To Know,Collin Raye,23
You're Easy On The Eyes,Terri Clark,17
The Power of Good-Bye,Madonna,54
Right On the Money,Alan Jackson,39
Because Of You,98º,39
This Kiss,Faith Hill,62
Too Close,Next,63
One Week,Barenaked Ladies,69
Thank U,"['Christopher Fogel', 'Alanis Morissette']",58
A Bitter End,DERYL DODD,12
My Favorite Mistake,Sheryl Crow,41
It Must Be Love,Ameritz Tribute Standards,0
Let Me Let Go,Faith Hill,36
Another Way,Tevin Campbell,24
Wrong Again,Martina McBride,32
Touch It,Monifah,41
Celebrity Skin,Hole,64
Wherever You Go,Voices of Theory,25
Husbands And Wives,Brooks & Dunn,36
Are You That Somebody,Aaliyah,51
Fire Escape,Fastball,39
Big Big World,Emilia,55
My Little Secret,Xscape,37
Just The Two Of Us,Will Smith,49
The First Night,Monica,44
I Don't Want to Miss a Thing,Rockabye Baby!,45
Wide Open Spaces,Dixie Chicks,63
Hooch,Everything,41
Westside,TQ,51
It's the Things You Do,"['Tim Lever', 'Five', 'Michael Percy']",27
I Can Do That,Montell Jordan,24
The Chanukah Song,Adam Sandler,6
We Really Shouldn't Be Doing This,George Strait,25
Don't Laugh At Me,Mark Wills,32
How Do You Fall in Love,Alabama,18
A Little Past Little Rock,"['Jason Sellers', 'Lee Ann Womack']",37
It's Your Song,JJS Allstars,13
Where The Green Grass Grows,Tim McGraw,60
If I Lost You,Travis Tritt,32
Crush,Jennifer Paige,59
I Still Love You,Next,33
Thinkin' Bout It,Gerald Levert,38
Jump Jive An' Wail,The Brian Setzer Orchestra,42
How Do You Sleep At Night,Wade Hayes,16
Torn,Natalie Imbruglia,67
I'll Never Break Your Heart,Backstreet Boys,60
Real World,Matchbox Twenty,58
Absence Of The Heart,Deana Carter,16
Everything's Changed,Lonestar,28
Time After Time,INOJ,41
Splackavellie,Pressha,32
Never Ever,"['All Saints', 'Unknown']",58
You're Still The One,Shania Twain,72
Adia,Sarah McLachlan,55
Truly Madly Deeply,Savage Garden,72
The Boy Is Mine,"['Monica', 'Brandy']",7
My Way,Usher,50
So Into You,Tamia,62
